고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분,이탈여부
K264030,58,165.599999,67,125.400001,3,59.5,113.585876,0,2.855172,1.871642,19.833333,128,350.5,2.738281,464.085876,유지
K264040,82,222,119,383.099999,11,58.8,154.010131,7.468475,2.707317,3.219328,5.345455,212,663.899999,3.131604,817.91013,유지
K264050,56,109.800001,43,374.400001,36,120.500001,158.894165,0.405684,1.960714,8.706977,3.347222,135,604.700003,4.479259,763.594168,유지
K264060,109,224.399999,190,356.100001,25,43.2,162.756064,2.890396,2.058716,1.874211,1.728,324,623.7,1.925,786.456064,유지
K264070,38,79.199998,232,371.4,24,39.6,130.935197,0,2.08421,1.600862,1.65,294,490.199998,1.667347,621.135195,유지
K264080,30,47.399999,75,265.500001,2,58.2,102.31474,0,1.58,3.54,29.1,107,371.1,3.468224,473.41474,유지
K264090,63,181.8,113,461.7,53,84.6,140.686597,12.802083,2.885714,4.085841,1.596226,229,728.1,3.179476,868.786597,유지
K264100,124,255,114,302.100001,4,28.2,117.745144,0,2.056452,2.65,7.05,242,585.300001,2.418595,703.045145,유지
K264110,100,205.2,91,424.2,28,60,178.394184,9.791984,2.052,4.661538,2.142857,219,689.4,3.147945,867.794184,유지
K264120,117,240.599999,82,175.800001,90,136,129.285067,0,2.05641,2.143902,1.511111,289,552.4,1.911419,681.685067,유지
K264130,65,133.8,53,408,56,84.6,171.781603,2.447816,2.058462,7.698113,1.510714,174,626.4,3.6,798.181603,유지
K264140,32,69,120,268.2,4,13.2,113.239508,0,2.15625,2.235,3.3,156,350.4,2.246154,463.639508,유지
K264150,36,96,108,284.399999,0,0,126.205248,0,2.666667,2.633333,0,144,380.399999,2.641667,506.605247,유지
K264160,111,198,167,369.900001,35,74.5,142.68232,4.733699,1.783784,2.21497,2.128571,313,642.400001,2.052396,785.082321,유지
K264170,21,46.8,36,383.4,15,91.500001,120.444802,0,2.228571,10.65,6.1,72,521.700001,7.245833,642.144803,유지
K264180,26,45,100,294.9,63,110.400001,101.815634,0,1.730769,2.949,1.752381,189,450.300001,2.38254,552.115635,유지
K264190,74,115.2,72,579,3,44,106.484229,11.223368,1.556757,8.041667,14.666667,149,738.2,4.954362,844.684229,유지
K264200,66,179.4,58,360.6,1,12.6,170.43731,0,2.718182,6.217241,12.6,125,552.6,4.4208,723.03731,유지
K264210,42,82.800001,8,314.4,11,132,135.793789,0,1.971429,39.3,12,61,529.200001,8.67541,664.99379,유지
K264220,0,0,138,224.399999,18,35.399999,148.798206,1.743247,0,1.626087,1.966667,156,259.799998,1.665385,408.598204,유지
K264230,85,177,116,218.100001,20,52,146.192162,0,2.082353,1.880172,2.6,221,447.100001,2.023077,593.292163,유지
K264240,116,180,175,403.2,11,20,159.356418,0.350981,1.551724,2.304,1.818182,302,603.2,1.997351,762.556418,유지
K264250,100,235.199999,83,193.5,33,55.199999,123.770097,0,2.352,2.331325,1.672727,216,483.899998,2.240278,607.670095,유지
K264260,39,81.599999,135,223.499999,5,64.2,114.166411,0,2.092308,1.655556,12.84,179,369.299998,2.063128,483.466409,유지
K264270,26,51,284,453.9,10,54,158.336364,0,1.961538,1.598239,5.4,320,558.9,1.746563,717.236364,유지
K264280,188,326.399999,44,321,3,6.5,126.823514,8.075933,1.73617,7.295455,2.166667,235,653.899999,2.782553,780.723513,유지
K264290,73,141,11,297.600001,29,84,157.152884,0,1.931507,27.054546,2.896552,113,522.600001,4.624779,679.752885,유지
K264300,135,245.400001,26,209.400001,12,160.199999,110.564301,1.947073,1.817778,8.053846,13.35,173,615.000001,3.554913,725.564302,유지
K264310,100,210,25,197.1,19,63.5,131.823436,0,2.1,7.884,3.342105,144,470.6,3.268056,602.423436,이탈
K264320,132,212.4,67,313.8,8,14.5,153.126003,0,1.609091,4.683582,1.8125,207,540.7,2.612077,693.826003,유지
K264330,92,168.599999,91,138,68,105.599999,103.857389,0,1.832609,1.516484,1.552941,251,412.199998,1.642231,516.057387,유지
K264340,79,225,215,328.5,36,66.599999,124.983193,2.463637,2.848101,1.527907,1.85,330,620.099999,1.879091,745.083192,유지
K264350,145,264,83,324.900001,2,7.8,138.956195,0,1.82069,3.914458,3.9,230,596.700001,2.594348,735.656196,유지
K264360,71,148.800001,66,208.199999,8,81.600001,120.607023,0,2.095775,3.154545,10.2,145,438.600001,3.024828,559.207024,유지
K264370,107,250.800001,35,323.100002,5,41.4,140.350115,2.012275,2.343925,9.231429,8.28,147,615.300003,4.185714,755.650118,유지
K264380,97,202.2,36,281.4,2,28.8,114.241614,0,2.084536,7.816667,14.4,135,512.4,3.795556,626.641614,유지
K264390,87,152.4,40,286.500001,21,43.2,145.134066,0,1.751724,7.1625,2.057143,148,482.100001,3.257432,627.234067,유지
K264400,24,48.6,75,255.6,40,61.2,111.006684,0,2.025,3.408,1.53,139,365.4,2.628777,476.406684,유지
K264410,112,234.600001,134,229.5,26,56,147.999219,0,2.094643,1.712687,2.153846,272,520.100001,1.912132,668.09922,유지
K264420,30,48.6,32,218.4,2,84,101.354445,0,1.62,6.825,42,64,351,5.484375,452.354445,유지
K264430,14,37.800001,74,591.600001,0,0,129.899464,2.313161,2.7,7.994595,0,88,629.400002,7.152273,759.299466,유지
K264440,122,223.199999,40,393,40,63,118.097602,9.16537,1.829508,9.825,1.575,202,679.199999,3.362376,797.297601,유지
K264450,29,46.199999,167,644.700001,3,9.6,128.693867,6.350654,1.593103,3.860479,3.2,199,700.5,3.520101,829.193867,유지
K264460,106,204,163,473.399999,39,66.600001,158.931997,15.096775,1.924528,2.904294,1.707692,308,744,2.415584,902.931997,유지
K264470,81,189,54,227.400001,44,131.500001,126.06319,0,2.333333,4.211111,2.988636,179,547.900002,3.060894,673.963192,유지
K264480,100,283.2,172,301.500001,29,51.499998,131.162458,5.032836,2.832,1.752907,1.775862,301,636.199999,2.113621,767.362457,유지
K264490,53,112.200002,123,387,13,81.6,128.204948,0,2.116981,3.146341,6.276923,189,580.800002,3.073016,709.00495,유지
K264500,59,90,120,300.600001,0,0,108.729427,0,1.525424,2.505,0,179,390.600001,2.182123,499.329428,유지
K264510,118,206.400001,240,464.100001,13,31,124.666915,11.047801,1.749153,1.93375,2.384615,371,701.500002,1.890836,826.166917,유지
K264520,97,203.399999,107,239.399999,14,39,120.471909,0,2.096907,2.237383,2.785714,218,481.799998,2.210092,602.271907,유지
K264530,49,102.599999,182,522.599999,1,12.6,178.723189,3.106143,2.093878,2.871429,12.6,232,637.799998,2.749138,816.523187,유지
K264540,136,285,157,256.500002,25,40.200001,170.742005,0,2.095588,1.633758,1.608,318,581.700003,1.829245,752.442008,유지
K264550,19,51,145,297.600001,16,57,101.128521,0,2.684211,2.052414,3.5625,180,405.600001,2.253333,506.728522,유지
K264560,72,168.6,270,471,3,28.2,161.727762,6.813504,2.341667,1.744444,9.4,345,667.8,1.935652,829.527762,유지
K264570,41,70.199999,139,354.3,24,67.800001,133.598445,0,1.712195,2.548921,2.825,204,492.3,2.413235,625.898445,유지
K264580,49,139.8,330,522,14,67.2,148.554895,11.397655,2.853061,1.581818,4.8,393,729,1.854962,877.554895,유지
K264590,100,154.800001,97,166.5,5,95.399999,106.191545,0,1.548,1.716495,19.08,202,416.7,2.062871,522.891545,유지
K264600,111,187.200001,11,80.7,27,138.6,104.214561,0,1.686486,7.336364,5.133333,149,406.500001,2.728188,510.714562,유지
K264610,100,275.4,61,289.500001,2,4.8,107.911094,0,2.754,4.745902,2.4,163,569.700001,3.495092,677.611095,유지
K264620,30,87,167,515.1,8,21,172.351491,1.800065,2.9,3.084431,2.625,205,623.1,3.039512,795.451491,유지
K264630,149,310.200001,137,247.500001,82,150,108.95539,14.826441,2.081879,1.806569,1.829268,368,707.700002,1.923098,816.655392,유지
K264640,43,84,86,362.4,12,60,146.400864,0,1.953488,4.213953,5,141,506.4,3.591489,652.800864,유지
K264650,73,120.6,187,524.4,2,7.5,113.731187,4.56569,1.652055,2.804278,3.75,262,652.5,2.490458,766.231187,이탈
K264660,47,87,116,360.9,0,0,161.413271,0,1.851064,3.111207,0,163,447.9,2.747853,609.313271,유지
K264670,111,231,95,335.4,43,78,179.469361,5.40324,2.081081,3.530526,1.813953,249,644.4,2.587952,823.869361,유지
K264680,75,155.400001,253,424.8,7,58.8,120.239606,3.846901,2.072,1.679051,8.4,335,639.000001,1.907463,759.239607,유지
K264690,35,68.4,129,380.099999,15,34.2,159.140458,0,1.954286,2.946512,2.28,179,482.699999,2.696648,641.840457,유지
K264700,58,139.2,78,177.9,0,0,105.155693,0,2.4,2.280769,0,136,317.1,2.331618,422.255693,유지
K264710,145,265.8,37,312,14,31.8,111.871301,1.317164,1.833103,8.432432,2.271429,196,609.6,3.110204,721.471301,유지
K264720,33,96,211,427.199999,17,53,150.546517,0,2.909091,2.024645,3.117647,261,576.199999,2.207663,726.746516,유지
K264730,112,180,187,433.500001,5,12.6,132.996045,2.805719,1.607143,2.318182,2.52,304,626.100001,2.059539,759.096046,유지
K264740,20,45.6,56,403.800001,13,76.199999,157.345397,0,2.28,7.210714,5.861538,89,525.6,5.905618,682.945397,유지
K264750,101,290.4,65,201.3,85,132,162.121647,3.391984,2.875248,3.096923,1.552941,251,623.7,2.484861,785.821647,유지
K264760,0,0,274,488.399999,43,70.8,178.853575,0,0,1.782482,1.646512,317,559.199999,1.764038,738.053574,유지
K264770,67,123.6,95,340.2,24,104.500001,100.943694,0,1.844776,3.581053,4.354167,186,568.300001,3.055376,669.243695,유지
K264780,97,267,162,282,29,91.2,162.851547,5.36314,2.752577,1.740741,3.144828,288,640.2,2.222917,803.051547,유지
K264790,208,317.399999,60,284.399999,8,100.199999,170.462961,14.323589,1.525962,4.74,12.525,276,701.999997,2.543478,872.462958,유지
K264800,100,205.199999,1,285,4,58.8,133.376724,0,2.052,285,14.7,105,548.999999,5.228571,682.376723,유지
K264810,54,129.6,97,481.5,15,45.6,145.448419,5.072953,2.4,4.963918,3.04,166,656.7,3.956024,802.148419,유지
K264820,39,88.2,241,400.8,30,49.2,161.838594,0,2.261538,1.663071,1.64,310,538.2,1.736129,700.038594,유지
K264830,140,242.4,140,298.2,2,32,140.673142,0,1.731429,2.13,16,282,572.6,2.030496,713.273142,유지
K264840,94,193.2,10,423,21,69,173.967234,9.064622,2.055319,42.3,3.285714,125,685.2,5.4816,859.167234,유지
K264850,47,114,77,420.9,14,99.6,124.230287,2.964717,2.425532,5.466234,7.114286,138,634.5,4.597826,758.730287,유지
K264860,73,141,44,321.9,22,88.199999,130.10763,0,1.931507,7.315909,4.009091,139,551.099999,3.964748,681.207629,유지
K264870,22,58.8,105,498.299999,12,55.2,166.231405,0.851237,2.672727,4.745714,4.6,139,612.299999,4.405036,778.531404,유지
K264880,73,177.599999,35,222.3,2,13,134.801438,0,2.432877,6.351429,6.5,110,412.899999,3.753636,547.701437,유지
K264890,103,172.199999,287,502.199999,1,2.4,103.278044,7.748086,1.671845,1.749826,2.4,391,676.799998,1.730946,780.078042,유지
K264900,28,48,36,336.9,4,13.2,127.492116,0,1.714286,9.358333,3.3,68,398.1,5.854412,525.592116,유지
K264910,58,93,84,301.5,5,68.4,152.286147,0,1.603448,3.589286,13.68,147,462.9,3.14898,615.186147,유지
K264920,203,324,75,309.6,20,35.4,100.551516,10.133408,1.596059,4.128,1.77,298,669,2.244966,769.551516,유지
K264930,69,140.4,5,361.2,7,41.4,143.39808,0,2.034783,72.24,5.914286,81,543,6.703704,686.39808,유지
K264940,128,337.800001,161,337.800001,7,36,109.620323,16.175413,2.639063,2.098137,5.142857,296,711.600002,2.404054,821.220325,유지
K264950,81,175.8,20,379.500001,5,39,178.474455,0,2.17037,18.975,7.8,106,594.300001,5.606604,772.774456,유지
K264960,18,51.6,40,240.300001,63,132,117.48254,0,2.866667,6.0075,2.095238,121,423.900001,3.503306,541.382541,유지
K264970,52,106.8,86,383.700001,18,45.6,151.672109,0,2.053846,4.461628,2.533333,156,536.100001,3.436538,687.77211,유지
K264980,50,141,321,548.400001,7,15.599999,147.412925,9.450001,2.82,1.708411,2.228571,378,705,1.865079,852.412925,유지
K264990,149,264,8,244.8,14,34.2,102.416161,0,1.771812,30.6,2.442857,171,543,3.175439,645.416161,유지
K265000,62,135,28,356.699999,1,8.4,162.106921,0,2.177419,12.739286,8.4,91,500.099999,5.495604,662.20692,유지
K265010,56,100.2,237,528,0,0,165.720615,3.634016,1.789286,2.227848,0,293,628.2,2.144027,793.920615,유지
K265020,67,107.400001,221,493.8,3,42,145.716833,3.602686,1.602985,2.234389,14,291,643.200001,2.210309,788.916834,유지
K265030,70,156.600001,123,383.7,7,23.399999,175.847491,0,2.237143,3.119512,3.342857,200,563.7,2.8185,739.547491,유지
K265040,100,202.200001,242,477,1,6,169.281643,9.28844,2.022,1.971074,6,343,685.200001,1.997668,854.481644,유지
K265050,46,122.400001,54,306.3,31,85.800001,147.390189,0,2.66087,5.672222,2.767742,131,514.500002,3.927481,661.890191,유지
K265060,80,180,108,296.699999,19,61.800002,173.870906,0,2.25,2.747222,3.252632,207,538.500001,2.601449,712.370907,유지
K265070,130,223.2,96,255.900001,3,12.6,135.163854,0,1.716923,2.665625,4.2,229,491.700001,2.147162,626.863855,유지
K265080,44,69,78,301.8,13,115.8,153.329858,0,1.568182,3.869231,8.907692,135,486.6,3.604444,639.929858,유지
K265090,61,148.8,115,247.2,1,6,132.486042,0,2.439344,2.149565,6,177,402,2.271186,534.486042,유지
K265100,50,88.2,60,480.3,23,101,122.223357,5.306187,1.764,8.005,4.391304,133,669.5,5.033835,791.723357,유지
K265110,80,160.199999,83,401.7,3,8.4,138.21874,0,2.0025,4.839759,2.8,166,570.299999,3.435542,708.518739,유지
K265120,20,40.800001,259,412.5,36,93,110.950346,0,2.04,1.592664,2.583333,315,546.300001,1.734286,657.250347,유지
K265130,65,123.6,307,509.7,0,0,133.202085,5.055915,1.901538,1.660261,0,372,633.3,1.702419,766.502085,유지
K265140,119,238.200001,71,232.200001,14,57,133.371959,0,2.001681,3.270423,4.071429,204,527.400002,2.585294,660.771961,유지
K265150,23,39.6,176,303.300001,11,89.4,100.597517,0,1.721739,1.723295,8.127273,210,432.300001,2.058571,532.897518,유지
K265160,35,91.2,170,523.499999,13,44.399999,115.034126,4.590539,2.605714,3.079412,3.415385,218,659.099998,3.023394,774.134124,유지
K265170,27,46.200001,195,295.799999,34,52,109.493448,0,1.711111,1.516923,1.529412,256,394,1.539063,503.493448,유지
K265180,77,144,254,447.599999,1,3,101.920541,0,1.87013,1.762205,3,332,594.599999,1.790964,696.52054,유지
K265190,0,0,69,358.2,5,31.2,131.482151,0,0,5.191304,6.24,74,389.4,5.262162,520.882151,유지
K265200,69,113.399999,269,494.100001,23,64.2,176.526676,6.005956,1.643478,1.836803,2.791304,361,671.7,1.860665,848.226676,유지
K265210,68,136.799999,244,505.799999,0,0,108.239083,3.943782,2.011765,2.072951,0,312,642.599998,2.059615,750.839081,유지
K265220,54,108.6,163,487.800001,41,66.6,135.572883,5.213891,2.011111,2.992638,1.62439,258,663.000001,2.569767,798.572884,유지
K265230,24,49.199999,38,522.899999,3,26.5,136.101027,0,2.05,13.760526,8.833333,65,598.599998,9.209231,734.701025,유지
K265240,135,252.6,112,367.2,32,51.6,121.265081,8.942546,1.871111,3.278571,1.6125,279,671.4,2.406452,792.665081,유지
K265250,57,100.199999,361,552.300001,10,62.500001,105.729968,8.973216,1.757895,1.529917,6.25,428,715.000001,1.670561,820.729969,유지
K265260,101,171.6,176,346.199999,15,27,153.491543,0,1.69901,1.967045,1.8,292,544.799999,1.865753,698.291542,유지
K265270,52,103.8,244,412.8,19,49.500001,110.125317,0,1.996154,1.691803,2.605263,315,566.100001,1.797143,676.225318,유지
K265280,95,189,86,494.100001,14,25.8,166.812449,11.251772,1.989474,5.745349,1.842857,195,708.900001,3.635385,875.71245,유지
K265290,59,117.600001,295,461.1,3,5.4,152.122185,0,1.99322,1.563051,1.8,357,584.100001,1.636134,736.222186,유지
K265300,179,301.2,159,374.1,3,22,125.605932,13.270781,1.682682,2.35283,7.333333,341,697.3,2.044868,822.905932,유지
K265310,72,142.2,171,281.700001,50,133,106.271755,0,1.975,1.647368,2.66,293,556.900001,1.900683,663.171756,유지
K265320,91,179.399999,86,276.600001,0,0,116.631899,0,1.971429,3.216279,0,177,456,2.576271,572.631899,유지
K265330,55,96.599999,54,294.3,14,112.8,156.10073,0,1.756364,5.45,8.057143,123,503.699999,4.095122,659.800729,유지
K265340,30,88.2,166,401.399999,0,0,136.99427,0,2.94,2.418072,0,196,489.599999,2.497959,626.594269,유지
K265350,130,321,84,312.6,1,10.8,179.047701,6.643465,2.469231,3.721429,10.8,215,644.4,2.997209,823.447701,유지
K265360,72,138,89,258.300001,4,21,126.176991,0,1.916667,2.902247,5.25,165,417.300001,2.529091,543.476992,유지
K265370,60,150,251,387,13,30.6,156.862662,0,2.5,1.541833,2.353846,324,567.6,1.751852,724.462662,유지
K265380,56,121.2,214,441,35,70,174.524417,2.844621,2.164286,2.060748,2,305,632.2,2.072787,806.724417,유지
K265390,62,154.800001,183,283.800001,45,70,133.944631,0,2.496774,1.55082,1.555556,290,508.600002,1.753793,642.544633,유지
K265400,52,134.400001,198,497.1,2,7,112.358424,3.545799,2.584615,2.510606,3.5,252,638.500001,2.53373,750.858425,이탈
K265410,64,107.4,5,423.3,33,55,109.278353,0,1.678125,84.66,1.666667,102,585.7,5.742157,694.978353,유지
K265420,60,112.199999,125,553.199999,0,0,159.076118,5.850216,1.87,4.4256,0,185,665.399998,3.596757,824.476116,유지
K265430,52,101.4,62,433.2,3,22.2,159.973414,0,1.95,6.987097,7.4,117,556.8,4.758974,716.773414,유지
K265440,27,70.2,243,612.9,6,31,112.249163,7.948334,2.6,2.522222,5.166667,276,714.1,2.587319,826.349163,유지
K265450,111,199.8,265,499.2,0,0,161.727993,10.939035,1.8,1.883774,0,376,699,1.859043,860.727993,유지
K265460,55,93,44,366,10,24,118.223046,0,1.690909,8.318182,2.4,109,483,4.431193,601.223046,유지
K265470,68,105,273,440.1,4,8.4,134.70981,0,1.544118,1.612088,2.1,345,553.5,1.604348,688.20981,유지
K265480,26,55.8,155,565.8,18,55,168.042978,5.093457,2.146154,3.650323,3.055556,199,676.6,3.4,844.642978,이탈
K265490,45,125.399999,124,274.8,19,52,134.834735,0,2.786667,2.216129,2.736842,188,452.199999,2.405319,587.034734,유지
K265500,0,0,24,72.6,18,31.2,120.327405,0,0,3.025,1.733333,42,103.8,2.471429,224.127405,유지
K265510,135,211.800001,77,367.199999,19,35,159.723948,1.665864,1.568889,4.768831,1.842105,231,614,2.658009,773.723948,유지
K265520,33,86.400001,111,379.2,43,109.8,164.998631,0,2.618182,3.416216,2.553488,187,575.400001,3.077005,740.398632,유지
K265530,52,142.200001,141,422.699999,12,84.599999,171.908876,4.642483,2.734615,2.997872,7.05,205,649.499999,3.168293,821.408875,유지
K265540,101,255.600001,83,327.9,9,21,140.723771,0.605545,2.530693,3.950602,2.333333,193,604.500001,3.132124,745.223772,유지
K265550,34,64.8,75,384.6,2,9,103.162556,0,1.905882,5.128,4.5,111,458.4,4.12973,561.562556,유지
K265560,38,98.400001,137,317.1,23,39.599999,106.741902,0,2.589474,2.314599,1.721739,198,455.1,2.298485,561.841902,유지
K265570,37,96.600001,66,490.8,6,78,133.483634,5.168899,2.610811,7.436364,13,109,665.400001,6.104587,798.883635,유지
K265580,24,60.600001,289,524.7,2,9,103.808446,0,2.525,1.815571,4.5,315,594.300001,1.886667,698.108447,유지
K265590,113,213,44,458.1,4,16.8,114.303674,9.838437,1.884956,10.411364,4.2,161,687.9,4.272671,802.203674,유지
K265600,43,81,81,498.6,24,65,116.366049,3.350881,1.883721,6.155556,2.708333,148,644.6,4.355405,760.966049,유지
K265610,114,180,78,392.7,16,58,144.377503,3.287339,1.578947,5.034615,3.625,208,630.7,3.032212,775.077503,유지
K265620,83,211.200001,37,384.900001,1,86.4,132.033663,9.230934,2.544578,10.402703,86.4,121,682.500002,5.640496,814.533665,유지
K265630,33,63,93,426.9,48,79,160.418965,0,1.909091,4.590323,1.645833,174,568.9,3.26954,729.318965,유지
K265640,55,105,117,190.800001,3,13.8,101.045516,0,1.909091,1.630769,4.6,175,309.600001,1.769143,410.645517,유지
K265650,22,42,96,568.800001,10,18,152.985676,1.824733,1.909091,5.925,1.8,128,628.800001,4.9125,781.785677,유지
K265660,22,57.600001,158,311.100001,29,100.2,135.030529,0,2.618182,1.968987,3.455172,209,468.900002,2.243541,603.930531,유지
K265670,83,213,93,297.9,61,103,148.766706,1.659555,2.566265,3.203226,1.688525,237,613.9,2.590295,762.666706,유지
K265680,39,103.800001,27,216.299999,84,129.599999,106.747997,0,2.661538,8.011111,1.542857,150,449.699999,2.998,556.447996,유지
K265690,111,184.799999,149,365.399999,9,20.5,177.290073,0,1.664865,2.452349,2.277778,269,570.699998,2.121561,747.990071,유지
